bidet,a low oval basin used for washing one's genital and anal area.,,,,,,,,No,a low oval basin used for washing one's genital and anal area.,,,,,,a low oval basin used for washing one's genital and anal area.
bight,a curve or recess in a coastline, river, or other geographical feature.,,,,,,No,"a curve or recess in a coastline, river, or other geographical feature.",,,,,,"a curve or recess in a coastline, river, or other geographical feature."
bigot,a person who is intolerant toward those holding different opinions.,,,,,,,,No,a person who is intolerant toward those holding different opinions.,,,,,,a person who is intolerant toward those holding different opinions.
bijou,a jewel or trinket.,,,,,,,,No,a jewel or trinket.,,,,,,a jewel or trinket.
biked,ride a bicycle.,,,,,,,,No,ride a bicycle.,,,,,,ride a bicycle.
biker,a motorcyclist.,,,,,,,,No,a motorcyclist.,,,,,,a motorcyclist.
bikes,a bicycle.,,,,,,,,No,a bicycle.,,,,,,a bicycle.
biles,bitter-tasting, greenish-yellow fluid that aids digestion and is stored in the gallbladder.,,,,,,,No,"bitter-tasting, greenish-yellow fluid that aids digestion and is stored in the gallbladder.",,,,,,"bitter-tasting, greenish-yellow fluid that aids digestion and is stored in the gallbladder."
bilge,the area on the outer surface of a ship's hull where the bottom curves to meet the vertical sides.,,,,,,,,No,the area on the outer surface of a ship's hull where the bottom curves to meet the vertical sides.,,,,,,the area on the outer surface of a ship's hull where the bottom curves to meet the vertical sides.
bills,a draft of a proposed law presented to parliament for discussion.,,,,,,,,No,a draft of a proposed law presented to parliament for discussion.,,,,,,a draft of a proposed law presented to parliament for discussion.
billy,a revolving metal container in which water or other liquids are boiled, cooked, or heated.,,,,,,No,"a revolving metal container in which water or other liquids are boiled, cooked, or heated.",,,,,,"a revolving metal container in which water or other liquids are boiled, cooked, or heated."
bimbo,(an offensive term) an attractive but unintelligent or frivolous young woman.,,,,,,,,No,(an offensive term) an attractive but unintelligent or frivolous young woman.,,,,,,(an offensive term) an attractive but unintelligent or frivolous young woman.
bindi,(a decorative mark worn in the Indian subcontinent) a decorative mark worn in the middle of the forehead especially by Hindu women.,,,,,,,,No,(a decorative mark worn in the Indian subcontinent) a decorative mark worn in the middle of the forehead especially by Hindu women.,,,,,,(a decorative mark worn in the Indian subcontinent) a decorative mark worn in the middle of the forehead especially by Hindu women.
binds,hold together and compress (something) tightly, especially so as to prevent movement.,,,,,,,No,"hold together and compress (something) tightly, especially so as to prevent movement.",,,,,,"hold together and compress (something) tightly, especially so as to prevent movement."
binge,a short period devoted to indulging in an activity to excess, especially drinking alcohol or eating.,,,,,,,No,"a short period devoted to indulging in an activity to excess, especially drinking alcohol or eating.",,,,,,"a short period devoted to indulging in an activity to excess, especially drinking alcohol or eating."
bingo,a game in which players mark off numbers on cards as the numbers are drawn randomly by a caller, the winner being the first person to mark off five numbers in a row or another required pattern.,,,,,,,No,"a game in which players mark off numbers on cards as the numbers are drawn randomly by a caller, the winner being the first person to mark off five numbers in a row or another required pattern.",,,,,,"a game in which players mark off numbers on cards as the numbers are drawn randomly by a caller, the winner being the first person to mark off five numbers in a row or another required pattern."
biome,a large naturally occurring community of flora and fauna occupying a major habitat, e.g., forest or tundra.,,,,,,No,"a large naturally occurring community of flora and fauna occupying a major habitat, e.g., forest or tundra.",,,,,,"a large naturally occurring community of flora and fauna occupying a major habitat, e.g., forest or tundra."
biota,the animal and plant life of a particular region, habitat, or geological period.,,,,,,No,"the animal and plant life of a particular region, habitat, or geological period.",,,,,,"the animal and plant life of a particular region, habitat, or geological period."
bipod,a two-legged support typically attached to a firearm to provide stability during shooting.,,,,,,,,No,a two-legged support typically attached to a firearm to provide stability during shooting.,,,,,,a two-legged support typically attached to a firearm to provide stability during shooting.
birch,a slender hardy tree that has thin bark and bears catkins. Native to north temperate regions, many kinds are grown ornamentally and some are valuable for their wood.,,,,,,,No,"a slender hardy tree that has thin bark and bears catkins. Native to north temperate regions, many kinds are grown ornamentally and some are valuable for their wood.",,,,,,"a slender hardy tree that has thin bark and bears catkins. Native to north temperate regions, many kinds are grown ornamentally and some are valuable for their wood."
birds,a warm-blooded egg-laying vertebrate distinguished by the possession of feathers, wings, and a beak and (typically) by being able to fly.,,,,,,No,"a warm-blooded egg-laying vertebrate distinguished by the possession of feathers, wings, and a beak and (typically) by being able to fly.",,,,,,"a warm-blooded egg-laying vertebrate distinguished by the possession of feathers, wings, and a beak and (typically) by being able to fly."
birth,(the process of giving birth to a child) the emergence of a baby or other young from the body of its mother; the start of life as a physically separate being.,,,,,,,,No,(the process of giving birth to a child) the emergence of a baby or other young from the body of its mother; the start of life as a physically separate being.,,,,,,(the process of giving birth to a child) the emergence of a baby or other young from the body of its mother; the start of life as a physically separate being.
bison,a humped ox native to the Old World tropics, domesticated in India and SE Asia.,,,,,,,No,"a humped ox native to the Old World tropics, domesticated in India and SE Asia.",,,,,,"a humped ox native to the Old World tropics, domesticated in India and SE Asia."
bitch,(a female dog) wolf, fox, or otter) a female dog, wolf, fox, or otter.,,,No,"(a female dog) wolf, fox, or otter) a female dog, wolf, fox, or otter.",,,,,,"(a female dog) wolf, fox, or otter) a female dog, wolf, fox, or otter."
biter,a person or animal that bites, especially habitually.,,,,,,,No,"a person or animal that bites, especially habitually.",,,,,,"a person or animal that bites, especially habitually."
bites,(of a person or animal) use the teeth to cut into something in order to eat it.,,,,,,,,No,(of a person or animal) use the teeth to cut into something in order to eat it.,,,,,,(of a person or animal) use the teeth to cut into something in order to eat it.
bitsy,very small or tiny.,,,,,,,,No,very small or tiny.,,,,,,very small or tiny.
bitty,consisting of small pieces.,,,,,,,,No,consisting of small pieces.,,,,,,consisting of small pieces.
black,of the very darkest color owing to the absence of or complete absorption of light; the opposite of white.,,,,,,,,No,of the very darkest color owing to the absence of or complete absorption of light; the opposite of white.,,,,,,of the very darkest color owing to the absence of or complete absorption of light; the opposite of white.
blade,the flat cutting edge of a knife, saw, or other tool or weapon.,,,,,,No,"the flat cutting edge of a knife, saw, or other tool or weapon.",,,,,,"the flat cutting edge of a knife, saw, or other tool or weapon."
blame,feel or declare that (someone or something) is responsible for a fault or wrong.,,,,,,,,No,feel or declare that (someone or something) is responsible for a fault or wrong.,,,,,,feel or declare that (someone or something) is responsible for a fault or wrong.
bland,(of food or drink) mild or insipid.,,,,,,,,No,(of food or drink) mild or insipid.,,,,,,(of food or drink) mild or insipid.
blank,(of a surface or background) unrelieved by decorative or other features; bare, empty, or plain.,,,,,,No,"(of a surface or background) unrelieved by decorative or other features; bare, empty, or plain.",,,,,,"(of a surface or background) unrelieved by decorative or other features; bare, empty, or plain."
blare,(of a loudspeaker or similar device) make a loud, harsh sound.,,,,,,,No,"(of a loudspeaker or similar device) make a loud, harsh sound.",,,,,,"(of a loudspeaker or similar device) make a loud, harsh sound."
blase,unimpressed or indifferent to something because one has experienced or seen it so often before.,,,,,,,,No,unimpressed or indifferent to something because one has experienced or seen it so often before.,,,,,,unimpressed or indifferent to something because one has experienced or seen it so often before.
blast,a destructive wave of highly compressed air spreading outwards from an explosion.,,,,,,,,No,a destructive wave of highly compressed air spreading outwards from an explosion.,,,,,,a destructive wave of highly compressed air spreading outwards from an explosion.
blaze,a very large or fiercely burning fire.,,,,,,,,No,a very large or fiercely burning fire.,,,,,,a very large or fiercely burning fire.
bleak,lacking vegetation and exposed to the elements.,,,,,,,,No,lacking vegetation and exposed to the elements.,,,,,,lacking vegetation and exposed to the elements.
bleat,(of a sheep, goat, or calf) make a characteristic wavering cry.,,,,,,No,"(of a sheep, goat, or calf) make a characteristic wavering cry.",,,,,,"(of a sheep, goat, or calf) make a characteristic wavering cry."
blebs,a small blister on the skin.,,,,,,,,No,a small blister on the skin.,,,,,,a small blister on the skin.
bleed,(of a person or animal) lose blood from the body as a result of injury or illness.,,,,,,,,No,(of a person or animal) lose blood from the body as a result of injury or illness.,,,,,,(of a person or animal) lose blood from the body as a result of injury or illness.
bleep,make a short, high-pitched sound.,,,,,,,No,"make a short, high-pitched sound.",,,,,,"make a short, high-pitched sound."
blend,mix (a substance) with another substance so that they combine together as a mass.,,,,,,,,No,mix (a substance) with another substance so that they combine together as a mass.,,,,,,mix (a substance) with another substance so that they combine together as a mass.
bless,pronounce words in a religious rite, to confer or invoke divine favor upon; ask God to look favorably on.,,,,,,,No,"pronounce words in a religious rite, to confer or invoke divine favor upon; ask God to look favorably on.",,,,,,"pronounce words in a religious rite, to confer or invoke divine favor upon; ask God to look favorably on."
blimp,a small nonrigid airship or dirigible, especially one used for observation or as a barrage balloon.,,,,,,,No,"a small nonrigid airship or dirigible, especially one used for observation or as a barrage balloon.",,,,,,"a small nonrigid airship or dirigible, especially one used for observation or as a barrage balloon."
blind,unable to see; sightless.,,,,,,,,No,unable to see; sightless.,,,,,,unable to see; sightless.
bling,expensive, ostentatious clothing and jewelry.,,,,,,,No,"expensive, ostentatious clothing and jewelry.",,,,,,"expensive, ostentatious clothing and jewelry."
blini,a small pancake, typically eaten with caviar, sour cream, or other garnishes.,,,,,No,"a small pancake, typically eaten with caviar, sour cream, or other garnishes.",,,,,,"a small pancake, typically eaten with caviar, sour cream, or other garnishes."
blink,(of a person) shut and open the eyes quickly.,,,,,,,,No,(of a person) shut and open the eyes quickly.,,,,,,(of a person) shut and open the eyes quickly.
blips,a temporary unexpected deviation from the normal value in an electrical signal or a sudden brief appearance of a sound.,,,,,,,,No,a temporary unexpected deviation from the normal value in an electrical signal or a sudden brief appearance of a sound.,,,,,,a temporary unexpected deviation from the normal value in an electrical signal or a sudden brief appearance of a sound.
bliss,perfect happiness; great joy.,,,,,,,,No,perfect happiness; great joy.,,,,,,perfect happiness; great joy.
blitz,a sudden, energetic, and concerted effort, typically on a specific task.,,,,,No,"a sudden, energetic, and concerted effort, typically on a specific task.",,,,,,"a sudden, energetic, and concerted effort, typically on a specific task."
bloat,swell or cause to swell by pressure from inside.,,,,,,,,No,swell or cause to swell by pressure from inside.,,,,,,swell or cause to swell by pressure from inside.
blobs,a small quantity of something thick and wet or sticky.,,,,,,,,No,a small quantity of something thick and wet or sticky.,,,,,,a small quantity of something thick and wet or sticky.
block,put an obstacle in the way of (something proposed or attempted).,,,,,,,,No,put an obstacle in the way of (something proposed or attempted).,,,,,,put an obstacle in the way of (something proposed or attempted).
blocs,a group of countries or political parties with common interests who have formed an alliance.,,,,,,,,No,a group of countries or political parties with common interests who have formed an alliance.,,,,,,a group of countries or political parties with common interests who have formed an alliance.
blogs,a regularly updated website or web page, typically run by an individual or small group, that is written in an informal or conversational style.,,,,,,No,"a regularly updated website or web page, typically run by an individual or small group, that is written in an informal or conversational style.",,,,,,"a regularly updated website or web page, typically run by an individual or small group, that is written in an informal or conversational style."
bloke,a man.,,,,,,,,No,a man.,,,,,,a man.
blond,(of hair) fair or pale yellow.,,,,,,,,No,(of hair) fair or pale yellow.,,,,,,(of hair) fair or pale yellow.
blood,the red liquid that circulates in the arteries and veins of humans and other vertebrate animals, carrying oxygen to and carbon dioxide from the tissues of the body.,,,,,,,No,"the red liquid that circulates in the arteries and veins of humans and other vertebrate animals, carrying oxygen to and carbon dioxide from the tissues of the body.",,,,,,"the red liquid that circulates in the arteries and veins of humans and other vertebrate animals, carrying oxygen to and carbon dioxide from the tissues of the body."
bloom,a flower, especially one cultivated for its beauty.,,,,,,,No,"a flower, especially one cultivated for its beauty.",,,,,,"a flower, especially one cultivated for its beauty."
bloop,a gentle, hollow, and muffled sound.,,,,,,No,"a gentle, hollow, and muffled sound.",,,,,,"a gentle, hollow, and muffled sound."
blots,a dark mark or stain, typically one made by ink, paint, or dirt.,,,,,No,"a dark mark or stain, typically one made by ink, paint, or dirt.",,,,,,"a dark mark or stain, typically one made by ink, paint, or dirt."
blown,(of glass or a container made of glass) formed by being blown when molten.,,,,,,,,No,(of glass or a container made of glass) formed by being blown when molten.,,,,,,(of glass or a container made of glass) formed by being blown when molten.
blows,(of wind or air) move creating an air current.,,,,,,,,No,(of wind or air) move creating an air current.,,,,,,(of wind or air) move creating an air current.
blued,(of metal) coated with a blue-black compound to protect against rust.,,,,,,,,No,(of metal) coated with a blue-black compound to protect against rust.,,,,,,(of metal) coated with a blue-black compound to protect against rust.
blues,feelings of melancholy, sadness, or depression.,,,,,,No,"feelings of melancholy, sadness, or depression.",,,,,,"feelings of melancholy, sadness, or depression."
bluey,(of a person's face) discolored or bruised.,,,,,,,,No,(of a person's face) discolored or bruised.,,,,,,(of a person's face) discolored or bruised.
bluff,(of a cliff or rock face) presenting a bold, steep, and high front.,,,,,,No,"(of a cliff or rock face) presenting a bold, steep, and high front.",,,,,,"(of a cliff or rock face) presenting a bold, steep, and high front."
blunt,(of a cutting implement) not having a sharp edge or point.,,,,,,,,No,(of a cutting implement) not having a sharp edge or point.,,,,,,(of a cutting implement) not having a sharp edge or point.
blurb,a short description of a book, movie, or other product written for promotional purposes and appearing on the cover of a book or in an advertisement.,,,,,,No,"a short description of a book, movie, or other product written for promotional purposes and appearing on the cover of a book or in an advertisement.",,,,,,"a short description of a book, movie, or other product written for promotional purposes and appearing on the cover of a book or in an advertisement."
blurs,make or become unclear or less distinct.,,,,,,,,No,make or become unclear or less distinct.,,,,,,make or become unclear or less distinct.
blurt,utter (something) suddenly and without careful consideration.,,,,,,,,No,utter (something) suddenly and without careful consideration.,,,,,,utter (something) suddenly and without careful consideration.
blush,develop a pink tinge in the face from embarrassment or shame.,,,,,,,,No,develop a pink tinge in the face from embarrassment or shame.,,,,,,develop a pink tinge in the face from embarrassment or shame.
board,a long, thin, flat piece of wood or other hard material, used for floors or other building purposes.,,,,,No,"a long, thin, flat piece of wood or other hard material, used for floors or other building purposes.",,,,,,"a long, thin, flat piece of wood or other hard material, used for floors or other building purposes."
boars,a wild pig of the genus Sus, with a tough hide and prominent tusks.,,,,,,,No,"a wild pig of the genus Sus, with a tough hide and prominent tusks.",,,,,,"a wild pig of the genus Sus, with a tough hide and prominent tusks."
boast,brag; speak with excessive pride and self-satisfaction about one's achievements, possessions, or abilities.,,,,,,No,"brag; speak with excessive pride and self-satisfaction about one's achievements, possessions, or abilities.",,,,,,"brag; speak with excessive pride and self-satisfaction about one's achievements, possessions, or abilities."
boats,a small vessel propelled on water by oars, sails, or an engine.,,,,,,No,"a small vessel propelled on water by oars, sails, or an engine.",,,,,,"a small vessel propelled on water by oars, sails, or an engine."
bobby,a policeman.,,,,,,,,No,a policeman.,,,,,,a policeman.
bocce,a game played with wooden balls that are rolled or thrown on a flat surface.,,,,,,,,No,a game played with wooden balls that are rolled or thrown on a flat surface.,,,,,,a game played with wooden balls that are rolled or thrown on a flat surface.
boche,a German soldier or German troops collectively (used chiefly in World War I).,,,,,,,,No,a German soldier or German troops collectively (used chiefly in World War I).,,,,,,a German soldier or German troops collectively (used chiefly in World War I).
boded,(of an event or situation) be a sign of (a future event).,,,,,,,,No,(of an event or situation) be a sign of (a future event).,,,,,,(of an event or situation) be a sign of (a future event).
bodes,(of a situation or occurrence) augur well or ill.,,,,,,,,No,(of a situation or occurrence) augur well or ill.,,,,,,(of a situation or occurrence) augur well or ill.
boffo,outstandingly successful; very impressive or popular.,,,,,,,,No,outstandingly successful; very impressive or popular.,,,,,,outstandingly successful; very impressive or popular.
bogey,a person or thing that is the object of fear or suspicion.,,,,,,,,No,a person or thing that is the object of fear or suspicion.,,,,,,a person or thing that is the object of fear or suspicion.
boggy,(of ground, a place, or area) containing much wet, soft ground; swampy.,,,,,No,"(of ground, a place, or area) containing much wet, soft ground; swampy.",,,,,,"(of ground, a place, or area) containing much wet, soft ground; swampy."
bogie,a small railway truck.,,,,,,,,No,a small railway truck.,,,,,,a small railway truck.
bogus,not genuine or true; fake.,,,,,,,,No,not genuine or true; fake.,,,,,,not genuine or true; fake.
boils,(of a liquid) reach or cause to reach the temperature at which it bubbles and turns to vapor.,,,,,,,,No,(of a liquid) reach or cause to reach the temperature at which it bubbles and turns to vapor.,,,,,,(of a liquid) reach or cause to reach the temperature at which it bubbles and turns to vapor.
bolas,a weapon consisting of two or more heavy balls secured to the ends of one or more strong cords, typically thrown by being swung in circles.,,,,,,,No,"a weapon consisting of two or more heavy balls secured to the ends of one or more strong cords, typically thrown by being swung in circles.",,,,,,"a weapon consisting of two or more heavy balls secured to the ends of one or more strong cords, typically thrown by being swung in circles."
boles,the trunk or stem of a tree, especially when thick or substantial.,,,,,,,No,"the trunk or stem of a tree, especially when thick or substantial.",,,,,,"the trunk or stem of a tree, especially when thick or substantial."
bolls,a rounded seed capsule, as that of the cotton or flax plant.,,,,,,,No,"a rounded seed capsule, as that of the cotton or flax plant.",,,,,,"a rounded seed capsule, as that of the cotton or flax plant."
bolts,a long, metal pin or bar, in particular.,,,,,,No,"a long, metal pin or bar, in particular.",,,,,,"a long, metal pin or bar, in particular."
bolus,a small rounded mass of a substance, especially of chewed food at the moment of swallowing.,,,,,,,No,"a small rounded mass of a substance, especially of chewed food at the moment of swallowing.",,,,,,"a small rounded mass of a substance, especially of chewed food at the moment of swallowing."
bombe,a dessert consisting of ice cream in a shell of meringue or pastry, typically flambéed.,,,,,,,No,"a dessert consisting of ice cream in a shell of meringue or pastry, typically flambéed.",,,,,,"a dessert consisting of ice cream in a shell of meringue or pastry, typically flambéed."
bombs,a container filled with explosive, incendiary material, smoke, gas, or other destructive substance, designed to explode on impact or when detonated by a timing, proximity, or remote-control device.,No,"a container filled with explosive, incendiary material, smoke, gas, or other destructive substance, designed to explode on impact or when detonated by a timing, proximity, or remote-control device.",,,,,,"a container filled with explosive, incendiary material, smoke, gas, or other destructive substance, designed to explode on impact or when detonated by a timing, proximity, or remote-control device."
bonds,an agreement with legal force, in particular.,,,,,,,No,"an agreement with legal force, in particular.",,,,,,"an agreement with legal force, in particular."
boned,prepare (meat or fish) by removing the bones.,,,,,,,,No,prepare (meat or fish) by removing the bones.,,,,,,prepare (meat or fish) by removing the bones.
boner,a stupid mistake.,,,,,,,,No,a stupid mistake.,,,,,,a stupid mistake.
bones,the hard, rigid form of connective tissue constituting most of the skeleton of vertebrates, composed chiefly of calcium salts.,,,,,,No,"the hard, rigid form of connective tissue constituting most of the skeleton of vertebrates, composed chiefly of calcium salts.",,,,,,"the hard, rigid form of connective tissue constituting most of the skeleton of vertebrates, composed chiefly of calcium salts."
boney,of or like bone.,,,,,,,,No,of or like bone.,,,,,,of or like bone.
bongo,a large forest antelope, especially of the genus Tragelaphus.,,,,,,,No,"a large forest antelope, especially of the genus Tragelaphus.",,,,,,"a large forest antelope, especially of the genus Tragelaphus."
bonks,hit (someone or something) hard on the head.,,,,,,,,No,hit (someone or something) hard on the head.,,,,,,hit (someone or something) hard on the head.
bonny,(of a child or animal) attractive and healthy-looking.,,,,,,,,No,(of a child or animal) attractive and healthy-looking.,,,,,,(of a child or animal) attractive and healthy-looking.
bonus,something welcome and often unexpected that accompanies and enhances something that is itself good.,,,,,,,,No,something welcome and often unexpected that accompanies and enhances something that is itself good.,,,,,,something welcome and often unexpected that accompanies and enhances something that is itself good.
boobs,a woman's breast.,,,,,,,,No,a woman's breast.,,,,,,a woman's breast.
booby,a stupid person.,,,,,,,,No,a stupid person.,,,,,,a stupid person.
booed,(of a group of people) make a noise to express disapproval or contempt.,,,,,,,,No,(of a group of people) make a noise to express disapproval or contempt.,,,,,,(of a group of people) make a noise to express disapproval or contempt.
books,a set of written, printed, or blank sheets bound together into a volume.,,,,,,No,"a set of written, printed, or blank sheets bound together into a volume.",,,,,,"a set of written, printed, or blank sheets bound together into a volume."
booms,a deep, hollow, resonant sound, typically made by an explosion or a bass instrument.,,,,,No,"a deep, hollow, resonant sound, typically made by an explosion or a bass instrument.",,,,,,"a deep, hollow, resonant sound, typically made by an explosion or a bass instrument."
boomy,of sound) full and resonant; booming.,,,,,,,,No,of sound) full and resonant; booming.,,,,,,of sound) full and resonant; booming.
boons,a thing that is helpful or beneficial.,,,,,,,,No,a thing that is helpful or beneficial.,,,,,,a thing that is helpful or beneficial.
boors,(especially of a man) rough and bad-mannered; coarse.,,,,,,,,No,(especially of a man) rough and bad-mannered; coarse.,,,,,,(especially of a man) rough and bad-mannered; coarse.
boost,help or encourage (something) to increase or improve.,,,,,,,,No,help or encourage (something) to increase or improve.,,,,,,help or encourage (something) to increase or improve.
booth,a small temporary tent or structure at a market, fair, or exhibition, used for selling goods, providing information, or staging shows.,,,No,"a small temporary tent or structure at a market, fair, or exhibition, used for selling goods, providing information, or staging shows.",,,,,,"a small temporary tent or structure at a market, fair, or exhibition, used for selling goods, providing information, or staging shows."
boots,a covering for the foot and ankle, typically made of leather and having a sturdy sole and not reaching above the ankle.,,,,,,,No,"a covering for the foot and ankle, typically made of leather and having a sturdy sole and not reaching above the ankle.",,,,,,"a covering for the foot and ankle, typically made of leather and having a sturdy sole and not reaching above the ankle."
booty,plunder taken from an enemy in time of war, or from a victim in time of peace.,,,,,,,No,"plunder taken from an enemy in time of war, or from a victim in time of peace.",,,,,,"plunder taken from an enemy in time of war, or from a victim in time of peace."
booze,alcoholic drink.,,,,,,,,No,alcoholic drink.,,,,,,alcoholic drink.
boozy,drunk.,,,,,,,,No,drunk.,,,,,,drunk.
boppy,Of, relating to, or being a style of jazz characterized by rhythmic and harmonic complexity, improvised solo performances, and a brilliant style of execution.,,,,No,"Of, relating to, or being a style of jazz characterized by rhythmic and harmonic complexity, improvised solo performances, and a brilliant style of execution.",,,,,,"Of, relating to, or being a style of jazz characterized by rhythmic and harmonic complexity, improvised solo performances, and a brilliant style of execution."
borax,a white mineral often found in dry lake beds.,,,,,,,,No,a white mineral often found in dry lake beds.,,,,,,a white mineral often found in dry lake beds.
bored,(of a person) feeling weary because one is unoccupied or lacks interest in one's current activity.,,,,,,,,No,(of a person) feeling weary because one is unoccupied or lacks interest in one's current activity.,,,,,,(of a person) feeling weary because one is unoccupied or lacks interest in one's current activity.
borer,a person or thing that bores.,,,,,,,,No,a person or thing that bores.,,,,,,a person or thing that bores.
bores,(of a person or a person's actions) make (someone) feel weary and uninterested by tedious talk or dullness.,,,,,,,,No,(of a person or a person's actions) make (someone) feel weary and uninterested by tedious talk or dullness.,,,,,,(of a person or a person's actions) make (someone) feel weary and uninterested by tedious talk or dullness.
boric,of or relating to boron.,,,,,,,,No,of or relating to boron.,,,,,,of or relating to boron.
borne,(past participle of bear) carried or transported by.,,,,,,,,No,(past participle of bear) carried or transported by.,,,,,,(past participle of bear) carried or transported by.
boron,the chemical element of atomic number 5, a nonmetallic solid.,,,,,,,No,"the chemical element of atomic number 5, a nonmetallic solid.",,,,,,"the chemical element of atomic number 5, a nonmetallic solid."
bosom,a person's chest.,,,,,,,,No,a person's chest.,,,,,,a person's chest.
boson,a subatomic particle, such as a photon, which has zero or integral spin and follows the statistical description given by S. N. Bose and Einstein.,,,,,,No,"a subatomic particle, such as a photon, which has zero or integral spin and follows the statistical description given by S. N. Bose and Einstein.",,,,,,"a subatomic particle, such as a photon, which has zero or integral spin and follows the statistical description given by S. N. Bose and Einstein."
bossy,inclined to domineer; overbearing.,,,,,,,,No,inclined to domineer; overbearing.,,,,,,inclined to domineer; overbearing.
bosun,the officer in a merchant ship who is responsible for the maintenance of the ship and its equipment and for the welfare of its crew.,,,,,,,,No,the officer in a merchant ship who is responsible for the maintenance of the ship and its equipment and for the welfare of its crew.,,,,,,the officer in a merchant ship who is responsible for the maintenance of the ship and its equipment and for the welfare of its crew.
botch,carry out (a task) badly or carelessly.,,,,,,,,No,carry out (a task) badly or carelessly.,,,,,,carry out (a task) badly or carelessly.
bough,a main branch of a tree.,,,,,,,,No,a main branch of a tree.,,,,,,a main branch of a tree.
boule,a game played in an enclosed court by two or four players, who strike the ball with long-handled rackets.,,,,,,,No,"a game played in an enclosed court by two or four players, who strike the ball with long-handled rackets.",,,,,,"a game played in an enclosed court by two or four players, who strike the ball with long-handled rackets."
bound,walk or run with leaping strides.,,,,,,,,No,walk or run with leaping strides.,,,,,,walk or run with leaping strides.
bouts,a short period of intense activity of a specified kind.,,,,,,,,No,a short period of intense activity of a specified kind.,,,,,,a short period of intense activity of a specified kind.
bowed,past of bow.,,,,,,,,No,past of bow.,,,,,,past of bow.
bowel,a flexible muscular tube that connects the stomach and the large intestine; the intestine.,,,,,,,,No,a flexible muscular tube that connects the stomach and the large intestine; the intestine.,,,,,,a flexible muscular tube that connects the stomach and the large intestine; the intestine.
bower,a pleasant shady place under trees or climbing plants in a garden or wood.,,,,,,,,No,a pleasant shady place under trees or climbing plants in a garden or wood.,,,,,,a pleasant shady place under trees or climbing plants in a garden or wood.
bowls,a game played with heavy bowls, the aim of which is to propel one's bowl so that it comes to rest as close as possible to a stationary target ball.,,,,,,,No,"a game played with heavy bowls, the aim of which is to propel one's bowl so that it comes to rest as close as possible to a stationary target ball.",,,,,,"a game played with heavy bowls, the aim of which is to propel one's bowl so that it comes to rest as close as possible to a stationary target ball."
boxed,(of a person or an object) enclosed in a box.,,,,,,,,No,(of a person or an object) enclosed in a box.,,,,,,(of a person or an object) enclosed in a box.
boxer,a person who participates in the sport of boxing.,,,,,,,,No,a person who participates in the sport of boxing.,,,,,,a person who participates in the sport of boxing.
boxes,a container with a flat base and sides, typically square or rectangular and having a lid.,,,,,,,No,"a container with a flat base and sides, typically square or rectangular and having a lid.",,,,,,"a container with a flat base and sides, typically square or rectangular and having a lid."
boyar,a member of the old aristocracy in Russia, next in rank to a prince.,,,,,,,No,"a member of the old aristocracy in Russia, next in rank to a prince.",,,,,,"a member of the old aristocracy in Russia, next in rank to a prince."
boyos,an alternative name for the boyo (a young man or boy).,,,,,,,,No,an alternative name for the boyo (a young man or boy).,,,,,,an alternative name for the boyo (a young man or boy).
bozos,a person who is perceived as being stupid or irritating.,,,,,,,,No,a person who is perceived as being stupid or irritating.,,,,,,a person who is perceived as being stupid or irritating.
brace,make (a damaged limb or joint) strong again by supporting it with a splint, bandage, or other structure.,,,,,,No,"make (a damaged limb or joint) strong again by supporting it with a splint, bandage, or other structure.",,,,,,"make (a damaged limb or joint) strong again by supporting it with a splint, bandage, or other structure."
bract,a specialized leaf or leaflike part, typically small, with a flower or flower cluster in its axil. Bracts are sometimes larger and more brightly colored than the true flower, as in a poinsettia.,,,,,No,"a specialized leaf or leaflike part, typically small, with a flower or flower cluster in its axil. Bracts are sometimes larger and more brightly colored than the true flower, as in a poinsettia.",,,,,,"a specialized leaf or leaflike part, typically small, with a flower or flower cluster in its axil. Bracts are sometimes larger and more brightly colored than the true flower, as in a poinsettia."
brads,a slender wire nail with a small, usually square, head.,,,,,,No,"a slender wire nail with a small, usually square, head.",,,,,,"a slender wire nail with a small, usually square, head."
brags,say something in a boastful manner.,,,,,,,,No,say something in a boastful manner.,,,,,,say something in a boastful manner.
braid,interweave or twine (something, especially hair) into a plait or plaits.,,,,,,,No,"interweave or twine (something, especially hair) into a plait or plaits.",,,,,,"interweave or twine (something, especially hair) into a plait or plaits."
brain,an organ of soft nervous tissue contained in the skull of vertebrates, functioning as the coordinating center of sensation and intellectual and nervous activity.,,,,,,,No,"an organ of soft nervous tissue contained in the skull of vertebrates, functioning as the coordinating center of sensation and intellectual and nervous activity.",,,,,,"an organ of soft nervous tissue contained in the skull of vertebrates, functioning as the coordinating center of sensation and intellectual and nervous activity."
brake,a device for slowing or stopping a moving vehicle, typically by applying pressure to the wheels.,,,,,,,No,"a device for slowing or stopping a moving vehicle, typically by applying pressure to the wheels.",,,,,,"a device for slowing or stopping a moving vehicle, typically by applying pressure to the wheels."
brand,a type of product manufactured by a particular company under a particular name.,,,,,,,,No,a type of product manufactured by a particular company under a particular name.,,,,,,a type of product manufactured by a particular company under a particular name.
brans,the hard outer layers of cereal grain removed during the process of milling.,,,,,,,,No,the hard outer layers of cereal grain removed during the process of milling.,,,,,,the hard outer layers of cereal grain removed during the process of milling.
brash,self-assertive in a rude, noisy, or overbearing way.,,,,,,No,"self-assertive in a rude, noisy, or overbearing way.",,,,,,"self-assertive in a rude, noisy, or overbearing way."
